hash_partida,hash_tf,data_partida,periodo,temporada,team_hash_a,team_hash_b,fg_made_a,fg_att_a,fg3_made_a,fg3_att_a,fg2_made_a,fg2_att_a,ft_made_a,ft_att_a,fg_made_b,fg_att_b,fg3_made_b,fg3_att_b,fg2_made_b,fg2_att_b,ft_made_b,ft_att_b,pace_a,pace_b,match_pace,pts_a,pts_b,a_mov,total,a_mov_cumsum,a_mov_prior
Campo Mourão2024Flamengo2024,Campo Mourão2024Flamengo20242,2024-07-13,2,2024,Campo Mourão2024,Flamengo2024,10,17,0,4,4,13,2,6,26,20,1,7,9,13,5,6,18.64,23.64,21.14,10,26,-16,36,-21,-5.0
Campo Mourão2024Flamengo2024,Campo Mourão2024Flamengo20243,2024-07-13,3,2024,Campo Mourão2024,Flamengo2024,12,14,1,3,4,11,1,2,19,17,1,6,7,11,2,2,15.88,19.88,17.88,12,19,-7,31,-28,-21.0
Campo Mourão2024Flamengo2024,Campo Mourão2024Flamengo20244,2024-07-13,4,2024,Campo Mourão2024,Flamengo2024,25,14,1,2,8,12,6,12,22,21,0,5,8,16,6,14,26.28,26.16,26.22,25,22,3,47,-25,-28.0
Campo Mourão2024Flamengo2024,Campo Mourão2024Flamengo2024Final,2024-07-13,Final,2024,Campo Mourão2024,Flamengo2024,59,60,3,13,20,47,10,24,84,70,5,25,25,45,19,29,77.56,85.76,81.66,59,84,-25,143,-50,
São José Basketball2024São Paulo FC2024,São José Basketball2024São Paulo FC20241,2024-07-13,1,2024,São José Basketball2024,São Paulo FC2024,26,18,5,10,5,8,1,1,24,16,3,8,4,8,7,9,20.44,20.96,20.700000000000003,26,24,2,50,2,0.0
São José Basketball2024São Paulo FC2024,São José Basketball2024São Paulo FC20242,2024-07-13,2,2024,São José Basketball2024,São Paulo FC2024,16,16,1,6,3,10,7,11,14,18,3,7,2,11,1,2,20.84,19.88,20.36,16,14,2,30,4,2.0
São José Basketball2024São Paulo FC2024,São José Basketball2024São Paulo FC20243,2024-07-13,3,2024,São José Basketball2024,São Paulo FC2024,24,19,2,7,7,12,4,5,17,14,2,6,1,8,9,13,22.2,20.72,21.46,24,17,7,41,11,4.0
São José Basketball2024São Paulo FC2024,São José Basketball2024São Paulo FC20244,2024-07-13,4,2024,São José Basketball2024,São Paulo FC2024,26,17,2,7,7,10,6,6,22,13,2,4,4,9,8,11,25.64,22.84,24.240000000000002,26,22,4,48,15,11.0
São José Basketball2024São Paulo FC2024,São José Basketball2024São Paulo FC2024Final,2024-07-13,Final,2024,São José Basketball2024,São Paulo FC2024,92,70,10,30,22,40,18,23,77,61,10,25,11,36,25,35,87.12,84.4,85.76,92,77,15,169,30,
SESI Franca2024Thalia/PH.D Esportes2024,SESI Franca2024Thalia/PH.D Esportes20241,2024-07-13,1,2024,SESI Franca2024,Thalia/PH.D Esportes2024,12,17,2,7,2,10,2,2,19,16,3,8,4,8,2,4,20.88,19.76,20.32,12,19,-7,31,-7,0.0
SESI Franca2024Thalia/PH.D Esportes2024,SESI Franca2024Thalia/PH.D Esportes20242,2024-07-13,2,2024,SESI Franca2024,Thalia/PH.D Esportes2024,29,13,2,4,7,9,9,10,14,14,3,7,2,7,1,2,17.4,20.880000000000003,19.14,29,14,15,43,8,-7.0
SESI Franca2024Thalia/PH.D Esportes2024,SESI Franca2024Thalia/PH.D Esportes20243,2024-07-13,3,2024,SESI Franca2024,Thalia/PH.D Esportes2024,14,16,1,8,5,8,1,2,2,17,0,7,1,10,0,0,17.88,18.0,17.939999999999998,14,2,12,16,20,8.0
SESI Franca2024Thalia/PH.D Esportes2024,SESI Franca2024Thalia/PH.D Esportes20244,2024-07-13,4,2024,SESI Franca2024,Thalia/PH.D Esportes2024,20,16,2,5,7,11,0,1,13,16,1,6,4,10,2,6,18.44,17.64,18.04,20,13,7,33,27,20.0
SESI Franca2024Thalia/PH.D Esportes2024,SESI Franca2024Thalia/PH.D Esportes2024Final,2024-07-13,Final,2024,SESI Franca2024,Thalia/PH.D Esportes2024,75,62,7,24,21,38,12,15,48,63,7,28,11,35,5,12,72.6,75.28,73.94,75,48,27,123,54,
Corinthians2024União Corinthians2024,Corinthians2024União Corinthians20241,2024-07-13,1,2024,Corinthians2024,União Corinthians2024,16,20,1,11,4,9,5,6,16,16,2,5,4,11,2,4,19.64,19.76,19.700000000000003,16,16,0,32,0,0.0
Corinthians2024União Corinthians2024,Corinthians2024União Corinthians20242,2024-07-13,2,2024,Corinthians2024,União Corinthians2024,23,21,1,9,8,12,4,5,13,18,1,8,4,10,2,3,20.2,21.32,20.759999999999998,23,13,10,36,10,0.0
Corinthians2024União Corinthians2024,Corinthians2024União Corinthians20243,2024-07-13,3,2024,Corinthians2024,União Corinthians2024,19,17,1,6,5,11,6,9,13,20,1,6,4,14,2,6,22.96,21.64,22.3,19,13,6,32,16,10.0
Corinthians2024União Corinthians2024,Corinthians2024União Corinthians20244,2024-07-13,4,2024,Corinthians2024,União Corinthians2024,26,20,4,9,6,11,2,2,12,16,0,3,5,13,2,2,15.879999999999999,17.88,16.88,26,12,14,38,30,16.0
Corinthians2024União Corinthians2024,Corinthians2024União Corinthians2024Final,2024-07-13,Final,2024,Corinthians2024,União Corinthians2024,84,78,7,35,23,43,17,22,54,70,4,22,17,48,8,15,75.68,77.6,76.64,84,54,30,138,60,
Pato Basquete2024Vasco/Tijuca2024,Pato Basquete2024Vasco/Tijuca20241,2024-07-13,1,2024,Pato Basquete2024,Vasco/Tijuca2024,13,17,2,9,2,8,3,4,14,20,0,6,7,14,0,1,15.760000000000002,17.44,16.6,13,14,-1,27,-1,0.0
Pato Basquete2024Vasco/Tijuca2024,Pato Basquete2024Vasco/Tijuca20242,2024-07-13,2,2024,Pato Basquete2024,Vasco/Tijuca2024,11,9,1,1,3,8,2,2,18,18,2,7,5,11,2,2,9.88,17.88,13.879999999999999,11,18,-7,29,-8,-1.0
Pato Basquete2024Vasco/Tijuca2024,Pato Basquete2024Vasco/Tijuca20243,2024-07-13,3,2024,Pato Basquete2024,Vasco/Tijuca2024,11,13,0,4,5,9,1,1,14,12,1,4,3,8,5,8,18.439999999999998,16.52,17.479999999999997,11,14,-3,25,-11,-8.0
Pato Basquete2024Vasco/Tijuca2024,Pato Basquete2024Vasco/Tijuca20244,2024-07-13,4,2024,Pato Basquete2024,Vasco/Tijuca2024,17,8,1,4,4,4,6,8,18,15,2,6,4,9,4,7,17.52,19.08,18.299999999999997,17,18,-1,35,-12,-11.0
Pato Basquete2024Vasco/Tijuca2024,Pato Basquete2024Vasco/Tijuca2024Final,2024-07-13,Final,2024,Pato Basquete2024,Vasco/Tijuca2024,52,47,4,18,14,29,12,15,64,65,5,23,19,42,11,18,61.6,70.92,66.26,52,64,-12,116,-24,
Bauru Basket2024Cruzeiro2024,Bauru Basket2024Cruzeiro20241,2024-07-14,1,2024,Bauru Basket2024,Cruzeiro2024,12,15,1,6,3,9,3,4,12,16,0,5,5,11,2,3,20.76,19.32,20.04,12,12,0,24,0,0.0
Bauru Basket2024Cruzeiro2024,Bauru Basket2024Cruzeiro20242,2024-07-14,2,2024,Bauru Basket2024,Cruzeiro2024,12,18,3,11,1,7,1,1,10,13,0,5,2,8,6,8,21.44,13.52,17.48,12,10,2,22,2,0.0
Bauru Basket2024Cruzeiro2024,Bauru Basket2024Cruzeiro20243,2024-07-14,3,2024,Bauru Basket2024,Cruzeiro2024,11,13,1,6,4,7,0,0,11,15,1,4,3,11,2,4,17.0,12.760000000000002,14.88,11,11,0,22,2,2.0
Bauru Basket2024Cruzeiro2024,Bauru Basket2024Cruzeiro20244,2024-07-14,4,2024,Bauru Basket2024,Cruzeiro2024,17,13,3,7,3,6,2,2,25,13,2,5,5,8,9,11,17.880000000000003,16.84,17.36,17,25,-8,42,-6,2.0
Bauru Basket2024Cruzeiro2024,Bauru Basket2024Cruzeiro2024Final,2024-07-14,Final,2024,Bauru Basket2024,Cruzeiro2024,52,59,8,30,11,29,6,7,58,57,3,19,15,38,19,26,74.08,61.44,67.75999999999999,52,58,-6,110,-12,
Cerrado2024IVV/CETAF2024,Cerrado2024IVV/CETAF20241,2024-07-14,1,2024,Cerrado2024,IVV/CETAF2024,15,20,1,6,4,14,4,5,21,14,1,7,4,7,10,12,25.2,18.28,21.740000000000002,15,21,-6,36,-6,0.0
Cerrado2024IVV/CETAF2024,Cerrado2024IVV/CETAF20242,2024-07-14,2,2024,Cerrado2024,IVV/CETAF2024,11,20,1,10,4,10,0,4,7,13,0,4,3,9,1,2,15.760000000000002,17.880000000000003,16.82,11,7,4,18,-2,-6.0
Cerrado2024IVV/CETAF2024,Cerrado2024IVV/CETAF20243,2024-07-14,3,2024,Cerrado2024,IVV/CETAF2024,13,16,1,5,2,11,6,9,25,14,3,4,5,10,6,6,24.96,23.64,24.3,13,25,-12,38,-14,-2.0
Cerrado2024IVV/CETAF2024,Cerrado2024IVV/CETAF20244,2024-07-14,4,2024,Cerrado2024,IVV/CETAF2024,16,16,2,8,4,8,2,3,15,7,1,3,3,4,6,8,22.32,12.52,17.42,16,15,1,31,-13,-14.0
Cerrado2024IVV/CETAF2024,Cerrado2024IVV/CETAF2024Final,2024-07-14,Final,2024,Cerrado2024,IVV/CETAF2024,55,72,5,29,14,43,12,21,68,48,5,18,15,30,23,28,83.24,70.32,76.78,55,68,-13,123,-26,
AEGB2024LDPG2024,AEGB2024LDPG20241,2024-07-14,1,2024,AEGB2024,LDPG2024,16,15,2,9,4,6,2,4,19,17,1,8,7,9,2,2,16.76,20.88,18.82,16,19,-3,35,-3,0.0
AEGB2024LDPG2024,AEGB2024LDPG20242,2024-07-14,2,2024,AEGB2024,LDPG2024,8,16,0,5,1,11,6,10,21,18,2,8,6,10,3,8,23.4,25.52,24.46,8,21,-13,29,-16,-3.0
AEGB2024LDPG2024,AEGB2024LDPG20243,2024-07-14,3,2024,AEGB2024,LDPG2024,5,15,0,4,1,11,3,4,32,17,2,6,10,11,6,10,20.76,20.4,20.58,5,32,-27,37,-43,-16.0
AEGB2024LDPG2024,AEGB2024LDPG20244,2024-07-14,4,2024,AEGB2024,LDPG2024,21,17,3,5,4,12,4,7,13,13,1,7,5,6,0,2,24.08,17.880000000000003,20.98,21,13,8,34,-35,-43.0
AEGB2024LDPG2024,AEGB2024LDPG2024Final,2024-07-14,Final,2024,AEGB2024,LDPG2024,50,63,5,23,10,40,15,25,85,65,6,29,28,36,11,22,84.0,82.68,83.34,50,85,-35,135,-70,
B.Cearense2024Mogi2024,B.Cearense2024Mogi20241,2024-07-14,1,2024,B.Cearense2024,Mogi2024,5,14,1,7,1,7,0,0,30,22,5,10,7,12,1,2,16.0,19.88,17.939999999999998,5,30,-25,35,-25,0.0
B.Cearense2024Mogi2024,B.Cearense2024Mogi20242,2024-07-14,2,2024,B.Cearense2024,Mogi2024,13,17,1,6,5,11,0,0,23,19,3,8,5,11,4,7,23.0,18.08,20.54,13,23,-10,36,-35,-25.0
B.Cearense2024Mogi2024,B.Cearense2024Mogi20243,2024-07-14,3,2024,B.Cearense2024,Mogi2024,13,13,1,8,2,5,6,6,14,19,2,10,3,9,2,4,17.64,20.76,19.200000000000003,13,14,-1,27,-36,-35.0
B.Cearense2024Mogi2024,B.Cearense2024Mogi20244,2024-07-14,4,2024,B.Cearense2024,Mogi2024,12,13,0,6,5,7,2,2,31,23,2,8,12,15,1,1,13.88,21.44,17.66,12,31,-19,43,-55,-36.0
B.Cearense2024Mogi2024,B.Cearense2024Mogi2024Final,2024-07-14,Final,2024,B.Cearense2024,Mogi2024,43,57,3,27,13,30,8,8,98,83,12,36,27,47,8,14,70.52000000000001,78.16,74.34,43,98,-55,141,-110,
Caixa Brasília Basquete2024Pinheiros2024,Caixa Brasília Basquete2024Pinheiros20241,2024-07-14,1,2024,Caixa Brasília Basquete2024,Pinheiros2024,17,20,4,14,1,6,3,5,28,23,3,11,6,12,7,7,24.2,22.08,23.14,17,28,-11,45,-11,0.0
Caixa Brasília Basquete2024Pinheiros2024,Caixa Brasília Basquete2024Pinheiros20242,2024-07-14,2,2024,Caixa Brasília Basquete2024,Pinheiros2024,21,16,4,10,3,6,3,4,22,15,0,7,6,8,10,13,26.76,22.72,24.740000000000002,21,22,-1,43,-12,-11.0
Caixa Brasília Basquete2024Pinheiros2024,Caixa Brasília Basquete2024Pinheiros20243,2024-07-14,3,2024,Caixa Brasília Basquete2024,Pinheiros2024,20,20,4,12,4,8,0,0,20,16,2,5,4,11,6,12,25.0,19.28,22.14,20,20,0,40,-12,-12.0
Caixa Brasília Basquete2024Pinheiros2024,Caixa Brasília Basquete2024Pinheiros20244,2024-07-14,4,2024,Caixa Brasília Basquete2024,Pinheiros2024,8,9,0,5,2,4,4,5,27,18,2,5,9,13,3,3,12.2,20.32,16.259999999999998,8,27,-19,35,-31,-12.0
Caixa Brasília Basquete2024Pinheiros2024,Caixa Brasília Basquete2024Pinheiros2024Final,2024-07-14,Final,2024,Caixa Brasília Basquete2024,Pinheiros2024,66,65,12,41,10,24,10,14,97,72,7,28,25,44,26,35,86.16,83.4,84.78,66,97,-31,163,-62,
Caxias2024SESI Franca2024,Caxias2024SESI Franca20241,2024-07-14,1,2024,Caxias2024,SESI Franca2024,17,16,1,4,5,12,4,5,19,18,3,6,4,12,2,2,19.2,22.88,21.04,17,19,-2,36,-2,0.0
Caxias2024SESI Franca2024,Caxias2024SESI Franca20242,2024-07-14,2,2024,Caxias2024,SESI Franca2024,21,17,3,6,5,11,2,2,16,16,2,4,5,12,0,0,18.88,18.0,18.439999999999998,21,16,5,37,3,-2.0
Caxias2024SESI Franca2024,Caxias2024SESI Franca20243,2024-07-14,3,2024,Caxias2024,SESI Franca2024,9,16,2,5,1,11,1,4,16,15,1,4,5,11,3,4,14.760000000000002,16.76,15.760000000000002,9,16,-7,25,-4,3.0
Caxias2024SESI Franca2024,Caxias2024SESI Franca20244,2024-07-14,4,2024,Caxias2024,SESI Franca2024,22,17,3,6,5,11,3,6,12,14,2,8,3,6,0,0,18.64,17.0,17.82,22,12,10,34,6,-4.0
Caxias2024SESI Franca2024,Caxias2024SESI Franca2024Final,2024-07-14,Final,2024,Caxias2024,SESI Franca2024,69,66,9,21,16,45,10,17,63,63,8,22,17,41,5,6,67.48,72.64,70.06,69,63,6,132,12,
Pato Basquete2024São José Basketball2024,Pato Basquete2024São José Basketball20241,2024-07-14,1,2024,Pato Basquete2024,São José Basketball2024,18,22,2,8,6,14,0,1,17,15,1,2,6,13,2,2,22.44,16.880000000000003,19.660000000000004,18,17,1,35,1,0.0
Pato Basquete2024São José Basketball2024,Pato Basquete2024São José Basketball20242,2024-07-14,2,2024,Pato Basquete2024,São José Basketball2024,7,16,0,6,3,10,1,2,20,17,2,8,6,9,2,2,18.88,18.88,18.88,7,20,-13,27,-12,1.0
Pato Basquete2024São José Basketball2024,Pato Basquete2024São José Basketball20243,2024-07-14,3,2024,Pato Basquete2024,São José Basketball2024,14,13,0,2,6,11,2,4,21,19,2,8,7,11,1,2,17.759999999999998,20.88,19.32,14,21,-7,35,-19,-12.0
Pato Basquete2024São José Basketball2024,Pato Basquete2024São José Basketball20244,2024-07-14,4,2024,Pato Basquete2024,São José Basketball2024,8,15,0,6,3,9,2,2,29,25,4,7,7,18,3,6,16.880000000000003,23.64,20.26,8,29,-21,37,-40,-19.0
Pato Basquete2024São José Basketball2024,Pato Basquete2024São José Basketball2024Final,2024-07-14,Final,2024,Pato Basquete2024,São José Basketball2024,47,66,2,22,18,44,5,9,87,76,9,25,26,51,8,12,74.96,78.28,76.62,47,87,-40,134,-80,
Botafogo2024São Paulo FC2024,Botafogo2024São Paulo FC20241,2024-07-14,1,2024,Botafogo2024,São Paulo FC2024,22,15,2,7,7,8,2,2,19,14,1,2,5,12,6,7,20.880000000000003,18.08,19.48,22,19,3,41,3,0.0
Botafogo2024São Paulo FC2024,Botafogo2024São Paulo FC20242,2024-07-14,2,2024,Botafogo2024,São Paulo FC2024,11,13,0,4,4,9,3,7,19,12,0,2,5,10,9,10,21.08,21.4,21.24,11,19,-8,30,-5,3.0
Botafogo2024São Paulo FC2024,Botafogo2024São Paulo FC20243,2024-07-14,3,2024,Botafogo2024,São Paulo FC2024,28,17,3,6,7,11,5,7,23,17,4,11,4,6,3,5,25.08,24.2,24.64,28,23,5,51,0,-5.0
Botafogo2024São Paulo FC2024,Botafogo2024São Paulo FC20244,2024-07-14,4,2024,Botafogo2024,São Paulo FC2024,28,17,5,10,4,7,5,7,25,14,1,2,6,12,10,12,28.08,23.28,25.68,28,25,3,53,3,0.0
Botafogo2024São Paulo FC2024,Botafogo2024São Paulo FC2024Final,2024-07-14,Final,2024,Botafogo2024,São Paulo FC2024,89,62,10,27,22,35,15,23,86,57,6,17,20,40,28,34,94.12,85.96000000000001,90.04,89,86,3,175,6,
Flamengo2024Thalia/PH.D Esportes2024,Flamengo2024Thalia/PH.D Esportes20241,2024-07-14,1,2024,Flamengo2024,Thalia/PH.D Esportes2024,21,19,2,9,7,10,1,3,19,22,0,8,8,14,3,5,22.32,25.2,23.759999999999998,21,19,2,40,2,0.0
Flamengo2024Thalia/PH.D Esportes2024,Flamengo2024Thalia/PH.D Esportes20242,2024-07-14,2,2024,Flamengo2024,Thalia/PH.D Esportes2024,26,19,2,6,9,13,2,3,16,19,3,12,3,7,1,3,20.32,23.32,21.82,26,16,10,42,12,2.0
Flamengo2024Thalia/PH.D Esportes2024,Flamengo2024Thalia/PH.D Esportes20243,2024-07-14,3,2024,Flamengo2024,Thalia/PH.D Esportes2024,19,20,1,7,8,13,0,0,20,19,2,7,6,12,2,3,23.0,24.32,23.66,19,20,-1,39,11,12.0
Flamengo2024Thalia/PH.D Esportes2024,Flamengo2024Thalia/PH.D Esportes20244,2024-07-14,4,2024,Flamengo2024,Thalia/PH.D Esportes2024,25,14,4,6,6,8,1,2,20,20,4,12,4,8,0,2,15.88,17.88,16.88,25,20,5,45,16,11.0
Flamengo2024Thalia/PH.D Esportes2024,Flamengo2024Thalia/PH.D Esportes2024Final,2024-07-14,Final,2024,Flamengo2024,Thalia/PH.D Esportes2024,91,72,9,28,30,44,4,8,75,80,9,39,21,41,6,13,79.52,90.72,85.12,91,75,16,166,32,
Paulistano2024UNIFACISA2024,Paulistano2024UNIFACISA20241,2024-07-14,1,2024,Paulistano2024,UNIFACISA2024,25,19,2,7,8,12,3,6,17,12,1,5,6,7,2,2,22.64,17.880000000000003,20.26,25,17,8,42,8,0.0
Paulistano2024UNIFACISA2024,Paulistano2024UNIFACISA20242,2024-07-14,2,2024,Paulistano2024,UNIFACISA2024,22,21,3,10,6,11,1,2,13,13,2,7,3,6,1,2,19.88,12.88,16.38,22,13,9,35,17,8.0
Paulistano2024UNIFACISA2024,Paulistano2024UNIFACISA20243,2024-07-14,3,2024,Paulistano2024,UNIFACISA2024,35,19,3,8,9,11,8,9,11,15,1,6,2,9,4,4,23.96,18.76,21.36,35,11,24,46,41,17.0
Paulistano2024UNIFACISA2024,Paulistano2024UNIFACISA20244,2024-07-14,4,2024,Paulistano2024,UNIFACISA2024,30,23,4,8,8,15,2,2,7,9,0,4,2,5,3,4,21.88,12.76,17.32,30,7,23,37,64,41.0
Paulistano2024UNIFACISA2024,Paulistano2024UNIFACISA2024Final,2024-07-14,Final,2024,Paulistano2024,UNIFACISA2024,112,82,12,33,31,49,14,19,48,49,4,22,13,27,10,12,86.36,61.28,73.82,112,48,64,160,128,
ADRM2024União Corinthians2024,ADRM2024União Corinthians20241,2024-07-14,1,2024,ADRM2024,União Corinthians2024,13,19,1,7,5,12,0,2,24,17,0,2,11,15,2,3,19.88,17.32,18.6,13,24,-11,37,-11,0.0
ADRM2024União Corinthians2024,ADRM2024União Corinthians20242,2024-07-14,2,2024,ADRM2024,União Corinthians2024,12,12,0,3,4,9,4,8,16,21,0,8,6,13,4,6,17.52,20.64,19.08,12,16,-4,28,-15,-11.0
ADRM2024União Corinthians2024,ADRM2024União Corinthians20243,2024-07-14,3,2024,ADRM2024,União Corinthians2024,8,12,1,8,2,4,1,8,26,20,3,11,5,9,7,8,20.52,20.52,20.52,8,26,-18,34,-33,-15.0
ADRM2024União Corinthians2024,ADRM2024União Corinthians20244,2024-07-14,4,2024,ADRM2024,União Corinthians2024,22,23,1,4,9,19,1,2,20,19,4,9,4,10,0,0,21.88,21.0,21.439999999999998,22,20,2,42,-31,-33.0
ADRM2024União Corinthians2024,ADRM2024União Corinthians2024Final,2024-07-14,Final,2024,ADRM2024,União Corinthians2024,55,66,3,22,20,44,6,20,86,77,7,30,26,47,13,17,74.8,76.48,75.64,55,86,-31,141,-62,
Corinthians2024Vasco/Tijuca2024,Corinthians2024Vasco/Tijuca20241,2024-07-14,1,2024,Corinthians2024,Vasco/Tijuca2024,19,15,4,7,2,8,3,3,10,21,2,13,2,8,0,0,16.32,20.0,18.16,19,10,9,29,9,0.0
Corinthians2024Vasco/Tijuca2024,Corinthians2024Vasco/Tijuca20242,2024-07-14,2,2024,Corinthians2024,Vasco/Tijuca2024,18,19,2,9,5,10,2,4,13,17,1,5,4,12,2,3,21.76,21.32,21.54,18,13,5,31,14,9.0
Corinthians2024Vasco/Tijuca2024,Corinthians2024Vasco/Tijuca20243,2024-07-14,3,2024,Corinthians2024,Vasco/Tijuca2024,20,13,2,6,2,7,10,12,14,16,2,8,3,8,2,5,17.28,21.2,19.240000000000002,20,14,6,34,20,14.0
Corinthians2024Vasco/Tijuca2024,Corinthians2024Vasco/Tijuca20244,2024-07-14,4,2024,Corinthians2024,Vasco/Tijuca2024,32,19,7,12,3,7,5,7,10,20,0,5,5,15,0,0,20.08,20.0,20.04,32,10,22,42,42,20.0
Corinthians2024Vasco/Tijuca2024,Corinthians2024Vasco/Tijuca2024Final,2024-07-14,Final,2024,Corinthians2024,Vasco/Tijuca2024,89,66,15,34,12,32,20,26,47,74,5,31,14,43,4,8,74.44,77.52,75.97999999999999,89,47,42,136,84,
Cerrado2024Cruzeiro2024,Cerrado2024Cruzeiro20241,2024-07-15,1,2024,Cerrado2024,Cruzeiro2024,7,20,0,7,3,13,1,3,22,19,2,5,7,14,2,4,22.32,20.76,21.54,7,22,-15,29,-15,0.0
Cerrado2024Cruzeiro2024,Cerrado2024Cruzeiro20242,2024-07-15,2,2024,Cerrado2024,Cruzeiro2024,10,17,2,10,1,7,2,2,27,16,4,6,5,10,5,9,20.88,19.96,20.42,10,27,-17,37,-32,-15.0
Cerrado2024Cruzeiro2024,Cerrado2024Cruzeiro20243,2024-07-15,3,2024,Cerrado2024,Cruzeiro2024,15,13,3,9,2,4,2,3,25,22,4,11,4,11,5,7,17.32,24.08,20.7,15,25,-10,40,-42,-32.0
Cerrado2024Cruzeiro2024,Cerrado2024Cruzeiro20244,2024-07-15,4,2024,Cerrado2024,Cruzeiro2024,16,21,1,7,6,14,1,2,17,15,0,3,7,12,3,4,18.88,15.760000000000002,17.32,16,17,-1,33,-43,-42.0
Cerrado2024Cruzeiro2024,Cerrado2024Cruzeiro2024Final,2024-07-15,Final,2024,Cerrado2024,Cruzeiro2024,48,71,6,33,12,38,6,10,91,72,10,25,23,47,15,24,74.4,76.56,75.48,48,91,-43,139,-86,
Caxias2024Flamengo2024,Caxias2024Flamengo20241,2024-07-15,1,2024,Caxias2024,Flamengo2024,14,16,0,2,7,14,0,3,21,15,3,6,5,9,2,4,16.32,18.76,17.54,14,21,-7,35,-7,0.0
Caxias2024Flamengo2024,Caxias2024Flamengo20242,2024-07-15,2,2024,Caxias2024,Flamengo2024,23,15,3,9,5,6,4,7,16,20,2,8,5,12,0,2,21.08,20.88,20.979999999999997,23,16,7,39,0,-7.0
Caxias2024Flamengo2024,Caxias2024Flamengo20243,2024-07-15,3,2024,Caxias2024,Flamengo2024,14,17,1,8,4,9,3,4,15,17,2,7,2,10,5,13,24.76,20.72,22.740000000000002,14,15,-1,29,-1,0.0
Caxias2024Flamengo2024,Caxias2024Flamengo20244,2024-07-15,4,2024,Caxias2024,Flamengo2024,15,20,0,6,7,14,1,4,22,17,2,3,6,14,4,9,21.76,20.96,21.36,15,22,-7,37,-8,-1.0
Caxias2024Flamengo2024,Caxias2024Flamengo2024Final,2024-07-15,Final,2024,Caxias2024,Flamengo2024,66,68,4,25,23,43,8,18,74,69,9,24,18,45,11,28,80.92,77.32,79.12,66,74,-8,140,-16,
AEGB2024IVV/CETAF2024,AEGB2024IVV/CETAF20241,2024-07-15,1,2024,AEGB2024,IVV/CETAF2024,22,17,3,6,5,11,3,4,16,13,0,4,5,9,6,8,23.76,19.52,21.64,22,16,6,38,6,0.0
AEGB2024IVV/CETAF2024,AEGB2024IVV/CETAF20242,2024-07-15,2,2024,AEGB2024,IVV/CETAF2024,12,17,0,5,5,12,2,4,27,16,2,3,7,13,7,9,20.76,22.96,21.86,12,27,-15,39,-9,6.0
AEGB2024IVV/CETAF2024,AEGB2024IVV/CETAF20243,2024-07-15,3,2024,AEGB2024,IVV/CETAF2024,11,15,2,6,2,9,1,2,27,20,1,5,11,15,2,4,18.880000000000003,23.76,21.32,11,27,-16,38,-25,-9.0
AEGB2024IVV/CETAF2024,AEGB2024IVV/CETAF20244,2024-07-15,4,2024,AEGB2024,IVV/CETAF2024,17,14,2,6,4,8,3,5,19,17,0,6,8,11,3,4,18.2,21.76,19.98,17,19,-2,36,-27,-25.0
AEGB2024IVV/CETAF2024,AEGB2024IVV/CETAF2024Final,2024-07-15,Final,2024,AEGB2024,IVV/CETAF2024,62,63,7,23,16,40,9,15,89,66,3,18,31,48,18,25,79.6,87.0,83.3,62,89,-27,151,-54,
LDPG2024Minas2024,LDPG2024Minas20241,2024-07-15,1,2024,LDPG2024,Minas2024,16,18,1,7,4,11,5,5,18,20,1,9,6,11,3,3,21.2,20.32,20.759999999999998,16,18,-2,34,-2,0.0
LDPG2024Minas2024,LDPG2024Minas20242,2024-07-15,2,2024,LDPG2024,Minas2024,18,16,2,8,3,8,6,9,16,25,2,11,5,14,0,0,20.96,27.0,23.98,18,16,2,34,0,-2.0
LDPG2024Minas2024,LDPG2024Minas20243,2024-07-15,3,2024,LDPG2024,Minas2024,13,18,1,4,4,14,2,4,9,16,1,6,2,10,2,4,18.76,16.76,17.76,13,9,4,22,4,0.0
LDPG2024Minas2024,LDPG2024Minas20244,2024-07-15,4,2024,LDPG2024,Minas2024,14,15,1,7,3,8,5,8,23,18,1,6,6,12,8,11,26.52,26.84,26.68,14,23,-9,37,-5,4.0
LDPG2024Minas2024,LDPG2024Minas2024Final,2024-07-15,Final,2024,LDPG2024,Minas2024,61,67,5,26,14,41,18,26,66,79,5,32,19,47,13,18,81.44,82.92,82.18,61,66,-5,127,-10,
Bauru Basket2024Mogi2024,Bauru Basket2024Mogi20241,2024-07-15,1,2024,Bauru Basket2024,Mogi2024,12,16,1,10,2,6,5,7,23,18,3,8,6,10,2,3,18.08,22.32,20.2,12,23,-11,35,-11,0.0
Bauru Basket2024Mogi2024,Bauru Basket2024Mogi20242,2024-07-15,2,2024,Bauru Basket2024,Mogi2024,14,19,1,5,5,14,1,2,15,12,2,6,3,6,3,4,16.88,14.76,15.82,14,15,-1,29,-12,-11.0
Bauru Basket2024Mogi2024,Bauru Basket2024Mogi20243,2024-07-15,3,2024,Bauru Basket2024,Mogi2024,15,16,3,10,3,6,0,2,13,14,0,2,6,12,1,2,16.88,14.88,15.879999999999999,15,13,2,28,-10,-12.0
Bauru Basket2024Mogi2024,Bauru Basket2024Mogi20244,2024-07-15,4,2024,Bauru Basket2024,Mogi2024,17,10,1,4,2,6,10,11,26,15,2,5,8,10,4,5,21.84,22.2,22.02,17,26,-9,43,-19,-10.0
