hash_partida,hash_tf,data_partida,periodo,temporada,team_hash_a,team_hash_b,fg_made_a,fg_att_a,fg3_made_a,fg3_att_a,fg2_made_a,fg2_att_a,ft_made_a,ft_att_a,fg_made_b,fg_att_b,fg3_made_b,fg3_att_b,fg2_made_b,fg2_att_b,ft_made_b,ft_att_b,pace_a,pace_b,match_pace,pts_a,pts_b,a_mov,total,a_mov_cumsum,a_mov_prior
B.Cearense2023Mogi2023,B.Cearense2023Mogi20234,2023-07-22,4,2023,B.Cearense2023,Mogi2023,17,15,1,5,6,10,2,2,22,21,4,10,5,11,0,0,14.88,22.0,18.44,17,22,-5,39,-12,-7.0
Pato Basquete2023Paulistano2023,Pato Basquete2023Paulistano20231,2023-07-22,1,2023,Pato Basquete2023,Paulistano2023,9,18,1,6,3,12,0,2,11,12,3,8,0,4,2,4,17.88,15.76,16.82,9,11,-2,20,-2,0.0
Pato Basquete2023Paulistano2023,Pato Basquete2023Paulistano20232,2023-07-22,2,2023,Pato Basquete2023,Paulistano2023,12,16,1,5,4,11,1,3,15,13,3,7,3,6,0,0,18.32,15.0,16.66,12,15,-3,27,-5,-2.0
Pato Basquete2023Paulistano2023,Pato Basquete2023Paulistano20233,2023-07-22,3,2023,Pato Basquete2023,Paulistano2023,19,12,2,5,3,7,7,7,18,19,2,6,5,13,2,5,16.08,24.2,20.14,19,18,1,37,-4,-5.0
Pato Basquete2023Paulistano2023,Pato Basquete2023Paulistano20234,2023-07-22,4,2023,Pato Basquete2023,Paulistano2023,20,15,4,8,4,7,0,1,24,16,2,5,6,11,6,9,19.44,18.96,19.2,20,24,-4,44,-8,-4.0
Flamengo2023Praia Clube2023,Flamengo2023Praia Clube20231,2023-07-22,1,2023,Flamengo2023,Praia Clube2023,15,19,0,3,7,16,1,2,23,19,1,7,10,12,0,0,18.88,19.0,18.94,15,23,-8,38,-8,0.0
Flamengo2023Praia Clube2023,Flamengo2023Praia Clube20232,2023-07-22,2,2023,Flamengo2023,Praia Clube2023,15,17,2,5,4,12,1,6,9,20,0,8,4,12,1,2,12.64,18.88,15.76,15,9,6,24,-2,-8.0
Flamengo2023Praia Clube2023,Flamengo2023Praia Clube20233,2023-07-22,3,2023,Flamengo2023,Praia Clube2023,6,16,0,5,2,11,2,2,24,20,4,9,6,11,0,0,14.88,20.0,17.439999999999998,6,24,-18,30,-20,-2.0
Flamengo2023Praia Clube2023,Flamengo2023Praia Clube20234,2023-07-22,4,2023,Flamengo2023,Praia Clube2023,20,18,2,3,6,15,2,3,13,13,0,4,6,9,1,6,23.32,16.64,19.98,20,13,7,33,-13,-20.0
IVV/CETAF2023R10 Score Vasco da Gama2023,IVV/CETAF2023R10 Score Vasco da Gama20231,2023-07-22,1,2023,IVV/CETAF2023,R10 Score Vasco da Gama2023,13,17,2,5,3,12,1,2,11,16,2,8,2,8,1,2,16.88,17.88,17.38,13,11,2,24,2,0.0
IVV/CETAF2023R10 Score Vasco da Gama2023,IVV/CETAF2023R10 Score Vasco da Gama20232,2023-07-22,2,2023,IVV/CETAF2023,R10 Score Vasco da Gama2023,16,13,1,3,6,10,1,4,12,14,0,4,3,10,6,8,15.76,16.52,16.14,16,12,4,28,6,2.0
IVV/CETAF2023R10 Score Vasco da Gama2023,IVV/CETAF2023R10 Score Vasco da Gama20233,2023-07-22,3,2023,IVV/CETAF2023,R10 Score Vasco da Gama2023,13,12,2,7,2,5,3,7,20,16,2,5,6,11,2,2,19.08,20.88,19.98,13,20,-7,33,-1,6.0
IVV/CETAF2023R10 Score Vasco da Gama2023,IVV/CETAF2023R10 Score Vasco da Gama20234,2023-07-22,4,2023,IVV/CETAF2023,R10 Score Vasco da Gama2023,7,16,1,5,1,11,2,5,16,6,2,3,1,3,8,12,22.2,16.28,19.24,7,16,-9,23,-10,-1.0
AABJ Joinville2023Rio Claro Basquete2023,AABJ Joinville2023Rio Claro Basquete20231,2023-07-22,1,2023,AABJ Joinville2023,Rio Claro Basquete2023,13,18,1,8,4,10,2,2,20,16,3,9,3,7,5,6,22.88,19.64,21.26,13,20,-7,33,-7,0.0
AABJ Joinville2023Rio Claro Basquete2023,AABJ Joinville2023Rio Claro Basquete20232,2023-07-22,2,2023,AABJ Joinville2023,Rio Claro Basquete2023,15,20,1,8,6,12,0,1,15,15,0,5,5,10,5,7,22.44,21.08,21.76,15,15,0,30,-7,-7.0
AABJ Joinville2023Rio Claro Basquete2023,AABJ Joinville2023Rio Claro Basquete20233,2023-07-22,3,2023,AABJ Joinville2023,Rio Claro Basquete2023,18,15,3,7,3,8,3,4,15,9,2,3,3,6,3,13,24.76,16.72,20.74,18,15,3,33,-4,-7.0
AABJ Joinville2023Rio Claro Basquete2023,AABJ Joinville2023Rio Claro Basquete20234,2023-07-22,4,2023,AABJ Joinville2023,Rio Claro Basquete2023,27,11,3,4,7,7,4,5,13,15,0,3,5,12,3,3,15.2,19.32,17.259999999999998,27,13,14,40,10,-4.0
Caxias2023SESI Franca2023,Caxias2023SESI Franca20231,2023-07-22,1,2023,Caxias2023,SESI Franca2023,13,15,1,6,4,9,2,2,16,19,1,6,5,13,3,4,20.880000000000003,18.76,19.82,13,16,-3,29,-3,0.0
Caxias2023SESI Franca2023,Caxias2023SESI Franca20232,2023-07-22,2,2023,Caxias2023,SESI Franca2023,27,19,3,11,7,8,4,5,15,10,2,4,2,6,5,5,20.2,15.2,17.7,27,15,12,42,9,-3.0
Caxias2023SESI Franca2023,Caxias2023SESI Franca20233,2023-07-22,3,2023,Caxias2023,SESI Franca2023,14,18,0,6,6,12,2,4,13,15,1,4,4,11,2,2,20.76,19.880000000000003,20.32,14,13,1,27,10,9.0
Caxias2023SESI Franca2023,Caxias2023SESI Franca20234,2023-07-22,4,2023,Caxias2023,SESI Franca2023,15,21,3,10,3,11,0,0,17,15,1,4,5,11,4,6,18.0,16.64,17.32,15,17,-2,32,8,10.0
Caixa Brasília Basquete2023São José Basketball2023,Caixa Brasília Basquete2023São José Basketball20231,2023-07-22,1,2023,Caixa Brasília Basquete2023,São José Basketball2023,19,14,1,5,7,9,2,2,26,21,4,9,4,12,6,8,19.880000000000003,22.52,21.200000000000003,19,26,-7,45,-7,0.0
Caixa Brasília Basquete2023São José Basketball2023,Caixa Brasília Basquete2023São José Basketball20232,2023-07-22,2,2023,Caixa Brasília Basquete2023,São José Basketball2023,3,16,0,7,1,9,1,4,24,22,1,7,9,15,3,4,18.76,21.76,20.26,3,24,-21,27,-28,-7.0
Caixa Brasília Basquete2023São José Basketball2023,Caixa Brasília Basquete2023São José Basketball20233,2023-07-22,3,2023,Caixa Brasília Basquete2023,São José Basketball2023,12,14,1,5,3,9,3,4,22,19,4,11,5,8,0,0,17.759999999999998,20.0,18.88,12,22,-10,34,-38,-28.0
Caixa Brasília Basquete2023São José Basketball2023,Caixa Brasília Basquete2023São José Basketball20234,2023-07-22,4,2023,Caixa Brasília Basquete2023,São José Basketball2023,22,20,0,7,9,13,4,6,16,18,2,7,5,11,0,0,19.64,22.0,20.82,22,16,6,38,-32,-38.0
Corinthians2023Thalia/PH.D Esportes2023,Corinthians2023Thalia/PH.D Esportes20231,2023-07-22,1,2023,Corinthians2023,Thalia/PH.D Esportes2023,23,15,2,4,6,11,5,7,25,22,2,6,7,16,5,7,21.08,24.08,22.58,23,25,-2,48,-2,0.0
Corinthians2023Thalia/PH.D Esportes2023,Corinthians2023Thalia/PH.D Esportes20232,2023-07-22,2,2023,Corinthians2023,Thalia/PH.D Esportes2023,21,17,2,8,5,9,5,7,18,16,2,6,5,10,2,5,21.08,22.2,21.64,21,18,3,39,1,-2.0
Corinthians2023Thalia/PH.D Esportes2023,Corinthians2023Thalia/PH.D Esportes20233,2023-07-22,3,2023,Corinthians2023,Thalia/PH.D Esportes2023,22,16,1,6,5,10,9,13,17,19,1,6,7,13,0,1,17.72,24.44,21.08,22,17,5,39,6,1.0
Corinthians2023Thalia/PH.D Esportes2023,Corinthians2023Thalia/PH.D Esportes20234,2023-07-22,4,2023,Corinthians2023,Thalia/PH.D Esportes2023,24,21,3,8,4,13,7,9,22,23,2,7,7,16,2,2,19.96,25.88,22.92,24,22,2,46,8,6.0
Pinheiros2023UNIFACISA2023,Pinheiros2023UNIFACISA20231,2023-07-22,1,2023,Pinheiros2023,UNIFACISA2023,19,19,2,9,5,10,3,4,14,17,1,5,5,12,1,2,20.76,20.88,20.82,19,14,5,33,5,0.0
Pinheiros2023UNIFACISA2023,Pinheiros2023UNIFACISA20232,2023-07-22,2,2023,Pinheiros2023,UNIFACISA2023,26,18,5,10,4,8,3,3,14,16,2,4,4,12,0,3,19.32,19.32,19.32,26,14,12,40,17,5.0
Pinheiros2023UNIFACISA2023,Pinheiros2023UNIFACISA20233,2023-07-22,3,2023,Pinheiros2023,UNIFACISA2023,19,18,2,7,5,11,3,6,12,12,1,2,3,10,3,4,23.64,15.76,19.7,19,12,7,31,24,17.0
Pinheiros2023UNIFACISA2023,Pinheiros2023UNIFACISA20234,2023-07-22,4,2023,Pinheiros2023,UNIFACISA2023,25,20,3,5,7,15,2,2,8,13,1,6,2,7,1,2,17.88,16.880000000000003,17.380000000000003,25,8,17,33,41,24.0
São Paulo FC2023União Corinthians2023,São Paulo FC2023União Corinthians20231,2023-07-22,1,2023,São Paulo FC2023,União Corinthians2023,13,20,4,10,0,10,1,2,23,17,3,7,6,10,2,2,17.88,19.88,18.88,13,23,-10,36,-10,0.0
São Paulo FC2023União Corinthians2023,São Paulo FC2023União Corinthians20232,2023-07-22,2,2023,São Paulo FC2023,União Corinthians2023,23,13,4,7,3,6,5,7,15,14,2,7,4,7,1,1,14.079999999999998,20.44,17.259999999999998,23,15,8,38,-2,-10.0
São Paulo FC2023União Corinthians2023,São Paulo FC2023União Corinthians20233,2023-07-22,3,2023,São Paulo FC2023,União Corinthians2023,25,17,4,9,3,8,7,10,15,14,2,7,4,7,1,3,21.4,19.32,20.36,25,15,10,40,8,-2.0
São Paulo FC2023União Corinthians2023,São Paulo FC2023União Corinthians20234,2023-07-22,4,2023,São Paulo FC2023,União Corinthians2023,18,15,0,3,5,12,8,10,20,16,2,7,5,9,4,7,20.4,24.08,22.24,18,20,-2,38,6,8.0
Botafogo2023Caixa Brasília Basquete2023,Botafogo2023Caixa Brasília Basquete20231,2023-07-24,1,2023,Botafogo2023,Caixa Brasília Basquete2023,13,17,1,6,5,11,0,0,18,16,3,6,3,10,3,10,19.0,19.4,19.2,13,18,-5,31,-5,0.0
Botafogo2023Caixa Brasília Basquete2023,Botafogo2023Caixa Brasília Basquete20232,2023-07-24,2,2023,Botafogo2023,Caixa Brasília Basquete2023,22,21,2,5,7,16,2,2,16,18,0,7,7,11,2,7,25.88,20.08,22.98,22,16,6,38,1,-5.0
Botafogo2023Caixa Brasília Basquete2023,Botafogo2023Caixa Brasília Basquete20233,2023-07-24,3,2023,Botafogo2023,Caixa Brasília Basquete2023,28,16,3,5,8,11,3,9,24,15,2,7,6,8,6,12,27.96,22.28,25.12,28,24,4,52,5,1.0
Botafogo2023Caixa Brasília Basquete2023,Botafogo2023Caixa Brasília Basquete20234,2023-07-24,4,2023,Botafogo2023,Caixa Brasília Basquete2023,19,18,1,6,6,12,4,9,20,15,1,4,4,11,9,12,27.96,23.28,25.62,19,20,-1,39,4,5.0
Caxias2023Corinthians2023,Caxias2023Corinthians20231,2023-07-24,1,2023,Caxias2023,Corinthians2023,18,19,2,9,4,10,4,8,23,21,4,9,5,12,1,2,22.52,24.88,23.7,18,23,-5,41,-5,0.0
Caxias2023Corinthians2023,Caxias2023Corinthians20232,2023-07-24,2,2023,Caxias2023,Corinthians2023,21,17,3,6,6,11,0,0,17,18,2,7,4,11,3,5,21.0,18.2,19.6,21,17,4,38,-1,-5.0
Caxias2023Corinthians2023,Caxias2023Corinthians20233,2023-07-24,3,2023,Caxias2023,Corinthians2023,19,16,2,5,5,11,3,7,18,18,2,6,6,12,0,0,18.08,21.0,19.54,19,18,1,37,0,-1.0
Caxias2023Corinthians2023,Caxias2023Corinthians20234,2023-07-24,4,2023,Caxias2023,Corinthians2023,16,21,2,9,5,12,0,3,20,14,1,7,4,7,9,14,26.32,19.16,22.74,16,20,-4,36,-4,0.0
B.Cearense2023Flamengo2023,B.Cearense2023Flamengo20231,2023-07-24,1,2023,B.Cearense2023,Flamengo2023,16,13,0,3,7,10,2,4,28,22,2,9,10,13,2,2,14.76,20.88,17.82,16,28,-12,44,-12,0.0
B.Cearense2023Flamengo2023,B.Cearense2023Flamengo20232,2023-07-24,2,2023,B.Cearense2023,Flamengo2023,9,15,0,2,3,13,3,3,29,20,3,9,10,11,0,1,14.32,21.44,17.880000000000003,9,29,-20,38,-32,-12.0
B.Cearense2023Flamengo2023,B.Cearense2023Flamengo20233,2023-07-24,3,2023,B.Cearense2023,Flamengo2023,16,22,1,4,6,18,1,3,21,16,3,6,5,10,2,3,18.32,20.32,19.32,16,21,-5,37,-37,-32.0
B.Cearense2023Flamengo2023,B.Cearense2023Flamengo20234,2023-07-24,4,2023,B.Cearense2023,Flamengo2023,26,14,0,2,9,12,8,11,9,15,0,7,4,8,1,2,17.84,18.880000000000003,18.36,26,9,17,35,-20,-37.0
Minas2023Mogi2023,Minas2023Mogi20231,2023-07-24,1,2023,Minas2023,Mogi2023,23,21,4,9,5,12,1,1,18,15,4,9,3,6,0,0,19.44,15.0,17.22,23,18,5,41,5,0.0
Minas2023Mogi2023,Minas2023Mogi20232,2023-07-24,2,2023,Minas2023,Mogi2023,22,15,0,4,9,11,4,7,19,15,3,9,3,6,4,6,21.08,21.64,21.36,22,19,3,41,8,5.0
Minas2023Mogi2023,Minas2023Mogi20233,2023-07-24,3,2023,Minas2023,Mogi2023,8,11,0,4,4,7,0,2,6,15,0,4,3,11,0,0,8.88,17.0,12.94,8,6,2,14,10,8.0
Minas2023Mogi2023,Minas2023Mogi20234,2023-07-24,4,2023,Minas2023,Mogi2023,18,17,1,6,6,11,3,4,15,15,0,4,6,11,3,6,19.76,20.64,20.200000000000003,18,15,3,33,13,10.0
Pinheiros2023Praia Clube2023,Pinheiros2023Praia Clube20231,2023-07-24,1,2023,Pinheiros2023,Praia Clube2023,22,17,3,6,5,11,3,6,14,20,2,9,3,11,2,4,21.64,21.76,21.700000000000003,22,14,8,36,8,0.0
Pinheiros2023Praia Clube2023,Pinheiros2023Praia Clube20232,2023-07-24,2,2023,Pinheiros2023,Praia Clube2023,17,16,1,8,5,8,4,4,14,19,0,5,7,14,0,1,18.76,21.44,20.1,17,14,3,31,11,8.0
Pinheiros2023Praia Clube2023,Pinheiros2023Praia Clube20233,2023-07-24,3,2023,Pinheiros2023,Praia Clube2023,19,22,3,10,5,12,0,0,5,17,0,9,2,8,1,1,20.0,15.44,17.72,19,5,14,24,25,11.0
Pinheiros2023Praia Clube2023,Pinheiros2023Praia Clube20234,2023-07-24,4,2023,Pinheiros2023,Praia Clube2023,19,15,2,6,4,9,5,6,17,16,1,5,6,11,2,3,18.64,19.32,18.98,19,17,2,36,27,25.0
Pato Basquete2023R10 Score Vasco da Gama2023,Pato Basquete2023R10 Score Vasco da Gama20231,2023-07-24,1,2023,Pato Basquete2023,R10 Score Vasco da Gama2023,34,22,3,5,11,17,3,4,12,18,2,11,2,7,2,4,22.76,22.76,22.76,34,12,22,46,22,0.0
Pato Basquete2023R10 Score Vasco da Gama2023,Pato Basquete2023R10 Score Vasco da Gama20232,2023-07-24,2,2023,Pato Basquete2023,R10 Score Vasco da Gama2023,13,19,0,10,6,9,1,1,4,14,0,1,2,13,0,0,16.44,17.0,16.72,13,4,9,17,31,22.0
Pato Basquete2023R10 Score Vasco da Gama2023,Pato Basquete2023R10 Score Vasco da Gama20233,2023-07-24,3,2023,Pato Basquete2023,R10 Score Vasco da Gama2023,18,13,0,6,5,7,8,11,19,16,1,3,7,13,2,3,16.84,22.32,19.58,18,19,-1,37,30,31.0
Pato Basquete2023R10 Score Vasco da Gama2023,Pato Basquete2023R10 Score Vasco da Gama20234,2023-07-24,4,2023,Pato Basquete2023,R10 Score Vasco da Gama2023,12,11,0,4,4,7,4,7,17,19,1,7,6,12,2,4,14.08,20.76,17.42,12,17,-5,29,25,30.0
IVV/CETAF2023Rio Claro Basquete2023,IVV/CETAF2023Rio Claro Basquete20231,2023-07-24,1,2023,IVV/CETAF2023,Rio Claro Basquete2023,14,16,1,7,5,9,1,2,21,17,1,5,8,12,2,6,16.88,20.64,18.76,14,21,-7,35,-7,0.0
IVV/CETAF2023Rio Claro Basquete2023,IVV/CETAF2023Rio Claro Basquete20232,2023-07-24,2,2023,IVV/CETAF2023,Rio Claro Basquete2023,15,12,0,3,4,9,7,9,18,19,1,5,6,14,3,4,18.96,20.76,19.86,15,18,-3,33,-10,-7.0
IVV/CETAF2023Rio Claro Basquete2023,IVV/CETAF2023Rio Claro Basquete20233,2023-07-24,3,2023,IVV/CETAF2023,Rio Claro Basquete2023,21,19,2,8,5,11,5,7,11,7,0,2,2,5,7,11,21.08,17.84,19.46,21,11,10,32,0,-10.0
IVV/CETAF2023Rio Claro Basquete2023,IVV/CETAF2023Rio Claro Basquete20234,2023-07-24,4,2023,IVV/CETAF2023,Rio Claro Basquete2023,20,14,0,4,6,10,8,11,15,17,1,7,4,10,4,6,20.84,23.64,22.24,20,15,5,35,5,0.0
AABJ Joinville2023SESI Franca2023,AABJ Joinville2023SESI Franca20231,2023-07-24,1,2023,AABJ Joinville2023,SESI Franca2023,21,13,3,5,3,8,6,8,19,15,3,7,2,8,6,10,23.52,20.4,21.96,21,19,2,40,2,0.0
AABJ Joinville2023SESI Franca2023,AABJ Joinville2023SESI Franca20232,2023-07-24,2,2023,AABJ Joinville2023,SESI Franca2023,16,13,4,10,1,3,2,3,27,16,3,5,4,11,10,13,20.32,21.72,21.02,16,27,-11,43,-9,2.0
AABJ Joinville2023SESI Franca2023,AABJ Joinville2023SESI Franca20233,2023-07-24,3,2023,AABJ Joinville2023,SESI Franca2023,5,13,0,6,1,7,3,4,23,20,2,7,6,13,5,6,15.76,19.64,17.7,5,23,-18,28,-27,-9.0
AABJ Joinville2023SESI Franca2023,AABJ Joinville2023SESI Franca20234,2023-07-24,4,2023,AABJ Joinville2023,SESI Franca2023,22,19,0,6,8,13,6,9,17,16,1,2,6,14,2,6,22.96,20.64,21.8,22,17,5,39,-22,-27.0
Cerrado2023São José Basketball2023,Cerrado2023São José Basketball20231,2023-07-24,1,2023,Cerrado2023,São José Basketball2023,12,19,0,10,6,9,0,0,24,14,5,7,4,7,1,2,17.0,14.88,15.94,12,24,-12,36,-12,0.0
Cerrado2023São José Basketball2023,Cerrado2023São José Basketball20232,2023-07-24,2,2023,Cerrado2023,São José Basketball2023,17,14,3,8,4,6,0,0,16,17,0,2,8,15,0,2,14.0,16.88,15.44,17,16,1,33,-11,-12.0
Cerrado2023São José Basketball2023,Cerrado2023São José Basketball20233,2023-07-24,3,2023,Cerrado2023,São José Basketball2023,14,13,2,6,3,7,2,3,23,21,3,10,6,11,2,5,17.32,19.2,18.26,14,23,-9,37,-20,-11.0
Cerrado2023São José Basketball2023,Cerrado2023São José Basketball20234,2023-07-24,4,2023,Cerrado2023,São José Basketball2023,11,18,2,10,2,8,1,2,18,17,1,6,7,11,1,2,16.88,16.88,16.88,11,18,-7,29,-27,-20.0
São Paulo FC2023Thalia/PH.D Esportes2023,São Paulo FC2023Thalia/PH.D Esportes20231,2023-07-24,1,2023,São Paulo FC2023,Thalia/PH.D Esportes2023,13,17,1,13,2,4,6,8,20,23,0,6,9,17,2,2,17.52,22.88,20.2,13,20,-7,33,-7,0.0
São Paulo FC2023Thalia/PH.D Esportes2023,São Paulo FC2023Thalia/PH.D Esportes20232,2023-07-24,2,2023,São Paulo FC2023,Thalia/PH.D Esportes2023,15,22,2,11,4,11,1,2,16,15,1,4,6,11,1,4,19.88,18.76,19.32,15,16,-1,31,-8,-7.0
São Paulo FC2023Thalia/PH.D Esportes2023,São Paulo FC2023Thalia/PH.D Esportes20233,2023-07-24,3,2023,São Paulo FC2023,Thalia/PH.D Esportes2023,25,15,2,6,5,9,9,11,20,18,3,7,4,11,3,3,22.84,24.32,23.58,25,20,5,45,-3,-8.0
São Paulo FC2023Thalia/PH.D Esportes2023,São Paulo FC2023Thalia/PH.D Esportes20234,2023-07-24,4,2023,São Paulo FC2023,Thalia/PH.D Esportes2023,14,15,2,7,4,8,0,0,14,20,2,11,4,9,0,0,16.0,17.0,16.5,14,14,0,28,-3,-3.0
Bauru Basket2023UNIFACISA2023,Bauru Basket2023UNIFACISA20231,2023-07-24,1,2023,Bauru Basket2023,UNIFACISA2023,20,14,4,5,4,9,0,2,8,16,1,4,2,12,1,4,18.880000000000003,18.76,18.82,20,8,12,28,12,0.0
Bauru Basket2023UNIFACISA2023,Bauru Basket2023UNIFACISA20232,2023-07-24,2,2023,Bauru Basket2023,UNIFACISA2023,6,12,0,3,3,9,0,0,16,22,1,9,6,13,1,2,16.0,19.88,17.939999999999998,6,16,-10,22,2,12.0
Bauru Basket2023UNIFACISA2023,Bauru Basket2023UNIFACISA20233,2023-07-24,3,2023,Bauru Basket2023,UNIFACISA2023,22,20,3,8,6,12,1,2,15,14,1,7,4,7,4,4,18.88,14.76,16.82,22,15,7,37,9,2.0
Bauru Basket2023UNIFACISA2023,Bauru Basket2023UNIFACISA20234,2023-07-24,4,2023,Bauru Basket2023,UNIFACISA2023,14,11,0,1,6,10,2,5,10,24,1,13,3,11,1,4,16.2,27.76,21.98,14,10,4,24,13,9.0
Paulistano2023União Corinthians2023,Paulistano2023União Corinthians20231,2023-07-24,1,2023,Paulistano2023,União Corinthians2023,24,19,6,13,2,6,2,2,18,16,2,4,6,12,0,1,20.88,17.44,19.16,24,18,6,42,6,0.0
Paulistano2023União Corinthians2023,Paulistano2023União Corinthians20232,2023-07-24,2,2023,Paulistano2023,União Corinthians2023,26,19,4,8,5,11,4,4,2,11,0,2,1,9,0,0,18.76,12.0,15.38,26,2,24,28,30,6.0
Paulistano2023União Corinthians2023,Paulistano2023União Corinthians20233,2023-07-24,3,2023,Paulistano2023,União Corinthians2023,31,23,3,12,9,11,4,4,9,12,0,3,4,9,1,4,21.76,16.759999999999998,19.26,31,9,22,40,52,30.0
Paulistano2023União Corinthians2023,Paulistano2023União Corinthians20234,2023-07-24,4,2023,Paulistano2023,União Corinthians2023,29,14,4,8,5,6,7,11,8,11,0,3,3,8,2,4,20.84,15.76,18.3,29,8,21,37,73,52.0
Botafogo2023Cerrado2023,Botafogo2023Cerrado20231,2023-07-25,1,2023,Botafogo2023,Cerrado2023,16,18,3,8,2,10,3,6,18,20,2,9,5,11,2,2,20.64,19.88,20.26,16,18,-2,34,-2,0.0
Botafogo2023Cerrado2023,Botafogo2023Cerrado20232,2023-07-25,2,2023,Botafogo2023,Cerrado2023,33,20,1,5,12,15,6,9,6,17,1,14,0,3,3,4,19.96,20.76,20.36,33,6,27,39,25,-2.0
Botafogo2023Cerrado2023,Botafogo2023Cerrado20233,2023-07-25,3,2023,Botafogo2023,Cerrado2023,22,22,1,9,8,13,3,4,5,10,1,6,1,4,0,0,19.76,11.0,15.38,22,5,17,27,42,25.0
Botafogo2023Cerrado2023,Botafogo2023Cerrado20234,2023-07-25,4,2023,Botafogo2023,Cerrado2023,28,18,3,8,8,10,3,4,16,17,4,10,2,7,0,0,16.76,19.0,17.880000000000003,28,16,12,44,54,42.0
AABJ Joinville2023Corinthians2023,AABJ Joinville2023Corinthians20231,2023-07-25,1,2023,AABJ Joinville2023,Corinthians2023,11,19,1,9,3,10,2,3,23,17,3,8,5,9,4,6,22.32,22.64,22.48,11,23,-12,34,-12,0.0
AABJ Joinville2023Corinthians2023,AABJ Joinville2023Corinthians20232,2023-07-25,2,2023,AABJ Joinville2023,Corinthians2023,9,17,0,6,4,11,1,2,34,22,4,11,8,11,6,10,22.88,22.4,22.64,9,34,-25,43,-37,-12.0
AABJ Joinville2023Corinthians2023,AABJ Joinville2023Corinthians20233,2023-07-25,3,2023,AABJ Joinville2023,Corinthians2023,27,18,4,9,4,9,7,9,31,17,5,8,7,9,2,3,21.96,21.32,21.64,27,31,-4,58,-41,-37.0
AABJ Joinville2023Corinthians2023,AABJ Joinville2023Corinthians20234,2023-07-25,4,2023,AABJ Joinville2023,Corinthians2023,19,20,1,4,5,16,6,6,30,11,2,2,9,9,6,8,27.64,19.52,23.58,19,30,-11,49,-52,-41.0
Flamengo2023Minas2023,Flamengo2023Minas20231,2023-07-25,1,2023,Flamengo2023,Minas2023,3,14,0,3,1,11,1,2,23,18,1,5,6,13,8,10,18.880000000000003,16.4,17.64,3,23,-20,26,-20,0.0
Flamengo2023Minas2023,Flamengo2023Minas20232,2023-07-25,2,2023,Flamengo2023,Minas2023,18,18,2,4,6,14,0,1,18,24,0,10,8,14,2,3,19.44,22.32,20.880000000000003,18,18,0,36,-20,-20.0
Flamengo2023Minas2023,Flamengo2023Minas20233,2023-07-25,3,2023,Flamengo2023,Minas2023,14,17,3,8,2,9,1,2,23,19,3,9,6,10,2,4,21.88,18.76,20.32,14,23,-9,37,-29,-20.0
Flamengo2023Minas2023,Flamengo2023Minas20234,2023-07-25,4,2023,Flamengo2023,Minas2023,15,17,0,4,6,13,3,5,17,21,1,8,6,13,2,2,20.2,19.88,20.04,15,17,-2,32,-31,-29.0
Caixa Brasília Basquete2023Mogi2023,Caixa Brasília Basquete2023Mogi20231,2023-07-25,1,2023,Caixa Brasília Basquete2023,Mogi2023,8,13,0,6,2,7,4,5,26,16,4,9,5,7,4,10,21.2,22.4,21.8,8,26,-18,34,-18,0.0
Caixa Brasília Basquete2023Mogi2023,Caixa Brasília Basquete2023Mogi20232,2023-07-25,2,2023,Caixa Brasília Basquete2023,Mogi2023,15,20,1,7,5,13,2,3,22,27,4,16,5,11,0,0,19.32,25.0,22.16,15,22,-7,37,-25,-18.0
Caixa Brasília Basquete2023Mogi2023,Caixa Brasília Basquete2023Mogi20233,2023-07-25,3,2023,Caixa Brasília Basquete2023,Mogi2023,17,17,1,6,7,11,0,0,21,17,2,8,7,9,1,2,15.0,14.88,14.94,17,21,-4,38,-29,-25.0
Caixa Brasília Basquete2023Mogi2023,Caixa Brasília Basquete2023Mogi20234,2023-07-25,4,2023,Caixa Brasília Basquete2023,Mogi2023,16,18,1,7,5,11,3,7,20,26,2,8,5,18,4,8,25.08,21.52,23.3,16,20,-4,36,-33,-29.0
B.Cearense2023Pinheiros2023,B.Cearense2023Pinheiros20231,2023-07-25,1,2023,B.Cearense2023,Pinheiros2023,21,16,4,7,4,9,1,2,31,21,5,9,7,12,2,2,15.88,21.88,18.88,21,31,-10,52,-10,0.0
B.Cearense2023Pinheiros2023,B.Cearense2023Pinheiros20232,2023-07-25,2,2023,B.Cearense2023,Pinheiros2023,9,19,2,6,1,13,1,2,22,21,2,11,7,10,2,5,18.88,22.2,20.54,9,22,-13,31,-23,-10.0
B.Cearense2023Pinheiros2023,B.Cearense2023Pinheiros20233,2023-07-25,3,2023,B.Cearense2023,Pinheiros2023,11,15,0,6,4,9,3,4,29,26,2,12,11,14,1,4,17.76,21.76,19.76,11,29,-18,40,-41,-23.0
B.Cearense2023Pinheiros2023,B.Cearense2023Pinheiros20234,2023-07-25,4,2023,B.Cearense2023,Pinheiros2023,8,11,0,3,3,8,2,4,27,27,3,12,9,15,0,2,14.76,23.88,19.32,8,27,-19,35,-60,-41.0
Bauru Basket2023Praia Clube2023,Bauru Basket2023Praia Clube20231,2023-07-25,1,2023,Bauru Basket2023,Praia Clube2023,20,14,3,7,4,7,3,3,14,17,1,7,4,10,3,4,15.32,15.760000000000002,15.54,20,14,6,34,6,0.0
